blank,k,E,EF
,0.8574,-2.1722,
,0.864,-2.1544,
,0.8707,-2.1386,
,0.8774,-2.1251,
,0.884,-2.114,
,0.8907,-2.1054,
,0.8974,-2.0994,
,0.904,-2.0959,
,0.9107,-2.0948,
,0.924,-2.0987,
,0.9374,-2.1098,
,0.9507,-2.1255,
,0.964,-2.1435,
,0.9774,-2.1614,
,0.9907,-2.1778,
,1.004,-2.1913,
,1.0174,-2.2013,
,1.0307,-2.2067,
,1.044,-2.2071,
,1.0574,-2.2023,
,1.0707,-2.1921,
,1.084,-2.1765,
,1.0974,-2.1557,
,1.1107,-2.1303,
,1.124,-2.1003,
,1.1374,-2.066,
,1.1507,-2.0288,
,1.164,-1.9895,
,1.1774,-1.9499,
,1.1907,-1.9124,
,1.204,-1.8805,
,1.2174,-1.8586,
,1.2307,-1.8525,
,1.244,-1.8661,
,1.2574,-1.9002,
,1.2707,-1.9514,
,1.284,-2.0151,
,1.2974,-2.0866,
,1.3107,-2.163,
,1.324,-2.2418,
,1.3374,-2.3217,
,1.3507,-2.401,
,1.364,-2.479,
,1.3774,-2.5548,
,1.3907,-2.6282,
,1.404,-2.6981,
,1.4174,-2.7643,
,1.4307,-2.8266,
,1.444,-2.8845,
,1.4574,-2.9377,
,1.4707,-2.9859,
,1.484,-3.029,
,1.4974,-3.0667,
,1.5107,-3.099,
,1.524,-3.1257,
,1.5374,-3.1463,
,1.5507,-3.1612,
,1.564,-3.1702,
,1.5774,-3.1732,
,,,
,0,-0.6724,
,0.0115,-0.6794,
,0.0231,-0.6982,
,0.0346,-0.7254,
,0.0462,-0.758,
,0.0577,-0.7936,
,0.0693,-0.8316,
,0.0808,-0.8709,
,0.0924,-0.9111,
,0.1039,-0.9512,
,0.1155,-0.9912,
,0.127,-1.0309,
,0.1386,-1.0699,
,0.1501,-1.1087,
,0.1617,-1.1464,
,0.1732,-1.1829,
,0.1848,-1.2182,
,0.1963,-1.2516,
,0.2078,-1.2834,
,0.2194,-1.3134,
,0.2309,-1.3413,
,0.2425,-1.3664,
,0.254,-1.3878,
,0.2656,-1.4058,
,0.2771,-1.4189,
,0.2887,-1.4259,
,0.3002,-1.4264,
,0.3118,-1.4223,
,0.3233,-1.4178,
,0.3349,-1.4203,
,0.3464,-1.432,
,0.358,-1.4489,
,0.3695,-1.4664,
,0.3811,-1.4825,
,0.3926,-1.4965,
,0.4041,-1.5083,
,0.4157,-1.518,
,0.4272,-1.5257,
,0.4388,-1.5321,
,0.4503,-1.5369,
,0.4619,-1.5406,
,0.4734,-1.5435,
,0.485,-1.5456,
,0.4965,-1.5469,
,0.5081,-1.5479,
,0.5196,-1.5485,
,0.5312,-1.5488,
,0.5427,-1.5491,
,0.5543,-1.5492,
,0.5658,-1.5494,
,0.5774,-1.5494,
,0.584,-1.5492,
,0.5907,-1.5484,
,0.5974,-1.5471,
,0.604,-1.5452,
,0.6107,-1.5429,
,0.6174,-1.54,
,0.624,-1.5366,
,0.6307,-1.5328,
,0.6374,-1.5285,
,0.644,-1.5238,
,0.6507,-1.5186,
,0.6574,-1.5129,
,0.664,-1.5069,
,0.6707,-1.5006,
,0.6774,-1.4938,
,0.684,-1.4867,
,0.6907,-1.4793,
,0.6974,-1.4714,
,0.704,-1.4633,
,0.7107,-1.4548,
,0.7174,-1.4461,
,0.724,-1.4372,
,0.7307,-1.4282,
,0.7374,-1.4188,
,0.744,-1.4094,
,0.7507,-1.3998,
,0.7574,-1.3902,
,0.764,-1.3804,
,0.7707,-1.3706,
,0.7774,-1.3606,
,0.784,-1.3507,
,0.7907,-1.3407,
,0.7974,-1.3307,
,0.804,-1.3212,
,0.8107,-1.3113,
,0.8174,-1.3017,
,0.824,-1.2922,
,0.8307,-1.2829,
,0.8374,-1.2738,
,0.844,-1.2651,
,0.8507,-1.2568,
,0.8574,-1.2492,
,0.864,-1.2421,
,0.8707,-1.2356,
,0.8774,-1.23,
,0.884,-1.2257,
,0.8907,-1.2229,
,0.8974,-1.2226,
,0.904,-1.2239,
,0.9107,-1.2243,
,0.924,-1.2281,
,0.9374,-1.2391,
,0.9507,-1.2544,
,0.964,-1.2722,
,0.9774,-1.291,
,0.9907,-1.3103,
,1.004,-1.3297,
,1.0174,-1.3487,
,1.0307,-1.3673,
,1.044,-1.385,
,1.0574,-1.4018,
,1.0707,-1.4176,
,1.084,-1.4322,
,1.0974,-1.4454,
,1.1107,-1.4573,
,1.124,-1.4677,
,1.1374,-1.4763,
,1.1507,-1.4835,
,1.164,-1.4886,
,1.1774,-1.4922,
,1.1907,-1.4936,
,1.204,-1.4928,
,1.2174,-1.4899,
,1.2307,-1.4844,
,1.244,-1.4766,
,1.2574,-1.4663,
,1.2707,-1.4537,
,1.284,-1.4381,
,1.2974,-1.4195,
,1.3107,-1.3982,
,1.324,-1.3744,
,1.3374,-1.3481,
,1.3507,-1.3187,
,1.364,-1.2867,
,1.3774,-1.2522,
,1.3907,-1.2158,
,1.404,-1.177,
,1.4174,-1.1364,
,1.4307,-1.094,
,1.444,-1.0503,
,1.4574,-1.0051,
,1.4707,-0.9594,
,1.484,-0.9136,
,1.4974,-0.8677,
,1.5107,-0.8228,
,1.524,-0.7799,
,1.5374,-0.74,
,1.5507,-0.706,
,1.564,-0.6816,
,1.5774,-0.6724,
,,,
,0,-0.4464,
,0.0115,-0.4453,
,0.0231,-0.4425,
,0.0346,-0.4394,
,0.0462,-0.4345,
,0.0577,-0.4283,
,0.0693,-0.4209,
,0.0808,-0.4123,
,0.0924,-0.4032,
,0.1039,-0.3926,
,0.1155,-0.3808,
,0.127,-0.3686,
,0.1386,-0.355,
,0.1501,-0.3424,
,0.1617,-0.329,
,0.1732,-0.3156,
,0.1848,-0.3444,
,0.1963,-0.4289,
,0.2078,-0.5159,
,0.2194,-0.6035,
,0.2309,-0.6907,
,0.2425,-0.776,
,0.254,-0.8588,
,0.2656,-0.9379,
,0.2771,-1.0122,
,0.2887,-1.0797,
,0.3002,-1.1383,
,0.3118,-1.1852,
,0.3233,-1.2139,
,0.3349,-1.2183,
,0.3464,-1.1982,
,0.358,-1.1609,
,0.3695,-1.1132,
,0.3811,-1.0608,
,0.3926,-1.0061,
,0.4041,-0.9511,
,0.4157,-0.8972,
,0.4272,-0.8452,
,0.4388,-0.796,
,0.4503,-0.7503,
,0.4619,-0.7082,
,0.4734,-0.6704,
,0.485,-0.6371,
,0.4965,-0.6085,
,0.5081,-0.5849,
,0.5196,-0.5664,
,0.5312,-0.5528,
,0.5427,-0.5434,
,0.5543,-0.5373,
,0.5658,-0.5348,
,0.5774,-0.5339,
,0.584,-0.5337,
,0.5907,-0.5332,
,0.5974,-0.5324,
,0.604,-0.5313,
,0.6107,-0.5295,
,0.6174,-0.5278,
,0.624,-0.5258,
,0.6307,-0.5234,
,0.6374,-0.5209,
,0.644,-0.518,
,0.6507,-0.515,
,0.6574,-0.5119,
,0.664,-0.5109,
,0.6707,-0.5214,
,0.6774,-0.5334,
,0.684,-0.5459,
,0.6907,-0.5587,
,0.6974,-0.5719,
,0.704,-0.5856,
,0.7107,-0.5993,
,0.7174,-0.614,
,0.724,-0.6285,
,0.7307,-0.6436,
,0.7374,-0.6588,
,0.744,-0.6742,
,0.7507,-0.6897,
,0.7574,-0.7055,
,0.764,-0.7214,
,0.7707,-0.7374,
,0.7774,-0.7533,
,0.784,-0.7695,
,0.7907,-0.7911,
,0.7974,-0.8289,
,0.804,-0.8678,
,0.8107,-0.9058,
,0.8174,-0.9427,
,0.824,-0.9781,
,0.8307,-1.0122,
,0.8374,-1.0443,
,0.844,-1.0746,
,0.8507,-1.1027,
,0.8574,-1.1282,
,0.864,-1.151,
,0.8707,-1.1708,
,0.8774,-1.1876,
,0.884,-1.201,
,0.8907,-1.2106,
,0.8974,-1.2158,
,0.904,-1.2171,
,0.9107,-1.2177,
,0.924,-1.2102,
,0.9374,-1.1899,
,0.9507,-1.1605,
,0.964,-1.1245,
,0.9774,-1.0837,
,0.9907,-1.0399,
,1.004,-0.9941,
,1.0174,-0.9471,
,1.0307,-0.9,
,1.044,-0.8528,
,1.0574,-0.8061,
,1.0707,-0.7597,
,1.084,-0.7144,
,1.0974,-0.6703,
,1.1107,-0.6395,
,1.124,-0.6974,
,1.1374,-0.7622,
,1.1507,-0.8295,
,1.164,-0.8977,
,1.1774,-0.965,
,1.1907,-1.0287,
,1.204,-1.0849,
,1.2174,-1.1288,
,1.2307,-1.1546,
,1.244,-1.158,
,1.2574,-1.1385,
,1.2707,-1.0989,
,1.284,-1.0438,
,1.2974,-0.9776,
,1.3107,-0.9039,
,1.324,-0.825,
,1.3374,-0.7433,
,1.3507,-0.6607,
,1.364,-0.5802,
,1.3774,-0.5063,
,1.3907,-0.4457,
,1.404,-0.4047,
,1.4174,-0.384,
,1.4307,-0.378,
,1.444,-0.3803,
,1.4574,-0.3868,
,1.4707,-0.3955,
,1.484,-0.4052,
,1.4974,-0.4145,
,1.5107,-0.4231,
,1.524,-0.4308,
,1.5374,-0.4373,
,1.5507,-0.4419,
,1.564,-0.4448,
,1.5774,-0.4464,
,,,
,0,-0.4458,
,0.0115,-0.4404,
,0.0231,-0.4248,
,0.0346,-0.4035,
,0.0462,-0.3794,
,0.0577,-0.3538,
,0.0693,-0.3283,
,0.0808,-0.3042,
,0.0924,-0.2816,
,0.1039,-0.2604,
,0.1155,-0.241,
,0.127,-0.2246,
,0.1386,-0.2117,
,0.1501,-0.206,
,0.1617,-0.2184,
,0.1732,-0.2684,
,0.1848,-0.3023,
,0.1963,-0.2895,
,0.2078,-0.2774,
,0.2194,-0.2665,
,0.2309,-0.2561,
,0.2425,-0.2478,
,0.254,-0.2404,
,0.2656,-0.235,
,0.2771,-0.2311,
,0.2887,-0.2289,
,0.3002,-0.2288,
,0.3118,-0.231,
,0.3233,-0.2344,
,0.3349,-0.2397,
,0.3464,-0.2465,
,0.358,-0.2547,
,0.3695,-0.2634,
,0.3811,-0.2736,
,0.3926,-0.2844,
,0.4041,-0.2989,
,0.4157,-0.3161,
,0.4272,-0.332,
,0.4388,-0.348,
,0.4503,-0.3628,
,0.4619,-0.3767,
,0.4734,-0.3893,
,0.485,-0.4001,
,0.4965,-0.4092,
,0.5081,-0.4161,
,0.5196,-0.4207,
,0.5312,-0.4229,
,0.5427,-0.4234,
,0.5543,-0.4227,
,0.5658,-0.4223,
,0.5774,-0.422,
,0.584,-0.4231,
,0.5907,-0.4262,
,0.5974,-0.4305,
,0.604,-0.4357,
,0.6107,-0.4415,
,0.6174,-0.448,
,0.624,-0.4553,
,0.6307,-0.4631,
,0.6374,-0.4714,
,0.644,-0.4799,
,0.6507,-0.4893,
,0.6574,-0.4995,
,0.664,-0.5074,
,0.6707,-0.5046,
,0.6774,-0.5015,
,0.684,-0.4984,
,0.6907,-0.4952,
,0.6974,-0.4923,
,0.704,-0.4901,
,0.7107,-0.4887,
,0.7174,-0.4893,
,0.724,-0.4925,
,0.7307,-0.4998,
,0.7374,-0.5131,
,0.744,-0.5335,
,0.7507,-0.5611,
,0.7574,-0.5938,
,0.764,-0.6303,
,0.7707,-0.669,
,0.7774,-0.7085,
,0.784,-0.7482,
,0.7907,-0.7824,
,0.7974,-0.7998,
,0.804,-0.8159,
,0.8107,-0.8314,
,0.8174,-0.8468,
,0.824,-0.8622,
,0.8307,-0.8769,
,0.8374,-0.891,
,0.844,-0.9048,
,0.8507,-0.918,
,0.8574,-0.9305,
,0.864,-0.9422,
,0.8707,-0.9528,
,0.8774,-0.9622,
,0.884,-0.9703,
,0.8907,-0.9767,
,0.8974,-0.9815,
,0.904,-0.9843,
,0.9107,-0.9853,
,0.924,-0.9815,
,0.9374,-0.9709,
,0.9507,-0.9548,
,0.964,-0.9342,
,0.9774,-0.9105,
,0.9907,-0.8837,
,1.004,-0.8546,
,1.0174,-0.8234,
,1.0307,-0.7905,
,1.044,-0.7557,
,1.0574,-0.7195,
,1.0707,-0.6815,
,1.084,-0.6421,
,1.0974,-0.6011,
,1.1107,-0.6225,
,1.124,-0.5842,
,1.1374,-0.5436,
,1.1507,-0.5045,
,1.164,-0.4667,
,1.1774,-0.4309,
,1.1907,-0.3971,
,1.204,-0.3653,
,1.2174,-0.336,
,1.2307,-0.3092,
,1.244,-0.2852,
,1.2574,-0.2645,
,1.2707,-0.247,
,1.284,-0.2324,
,1.2974,-0.2202,
,1.3107,-0.2114,
,1.324,-0.2056,
,1.3374,-0.2014,
,1.3507,-0.1976,
,1.364,-0.1914,
,1.3774,-0.1798,
,1.3907,-0.1571,
,1.404,-0.1557,
,1.4174,-0.1701,
,1.4307,-0.187,
,1.444,-0.2063,
,1.4574,-0.2278,
,1.4707,-0.2513,
,1.484,-0.277,
,1.4974,-0.3044,
,1.5107,-0.3336,
,1.524,-0.3635,
,1.5374,-0.3922,
,1.5507,-0.4191,
,1.564,-0.4387,
,1.5774,-0.4458,
,,,
,0,0.6222,
,0.0115,0.6168,
,0.0231,0.6015,
,0.0346,0.5765,
,0.0462,0.5421,
,0.0577,0.4996,
,0.0693,0.4493,
,0.0808,0.3917,
,0.0924,0.3281,
,0.1039,0.2598,
,0.1155,0.1869,
,0.127,0.1112,
,0.1386,0.0344,
,0.1501,-0.0414,
,0.1617,-0.1031,
,0.1732,-0.1305,
,0.1848,-0.1352,
,0.1963,-0.1339,
,0.2078,-0.1321,
,0.2194,-0.1311,
,0.2309,-0.1316,
,0.2425,-0.1335,
,0.254,-0.1368,
,0.2656,-0.1419,
,0.2771,-0.1486,
,0.2887,-0.1566,
,0.3002,-0.1661,
,0.3118,-0.1774,
,0.3233,-0.1898,
,0.3349,-0.2031,
,0.3464,-0.2175,
,0.358,-0.2328,
,0.3695,-0.2487,
,0.3811,-0.2651,
,0.3926,-0.2819,
,0.4041,-0.2953,
,0.4157,-0.3068,
,0.4272,-0.3181,
,0.4388,-0.329,
,0.4503,-0.3398,
,0.4619,-0.3501,
,0.4734,-0.3599,
,0.485,-0.3688,
,0.4965,-0.3768,
,0.5081,-0.3842,
,0.5196,-0.3905,
,0.5312,-0.3957,
,0.5427,-0.3999,
,0.5543,-0.4025,
,0.5658,-0.4046,
,0.5774,-0.4052,
,0.584,-0.4042,
,0.5907,-0.402,
,0.5974,-0.3992,
,0.604,-0.3963,
,0.6107,-0.3933,
,0.6174,-0.3901,
,0.624,-0.387,
,0.6307,-0.3837,
,0.6374,-0.3804,
,0.644,-0.3769,
,0.6507,-0.3735,
,0.6574,-0.3702,
,0.664,-0.3666,
,0.6707,-0.3628,
,0.6774,-0.359,
,0.684,-0.3552,
,0.6907,-0.3511,
,0.6974,-0.3468,
,0.704,-0.3425,
,0.7107,-0.3378,
,0.7174,-0.3333,
,0.724,-0.3286,
,0.7307,-0.3241,
,0.7374,-0.3242,
,0.744,-0.3429,
,0.7507,-0.3547,
,0.7574,-0.3604,
,0.764,-0.3623,
,0.7707,-0.3615,
,0.7774,-0.3592,
,0.784,-0.3554,
,0.7907,-0.3507,
,0.7974,-0.3457,
,0.804,-0.3405,
,0.8107,-0.3347,
,0.8174,-0.329,
,0.824,-0.3233,
,0.8307,-0.3177,
,0.8374,-0.3123,
,0.844,-0.3069,
,0.8507,-0.3017,
,0.8574,-0.2966,
,0.864,-0.2917,
,0.8707,-0.2872,
,0.8774,-0.2831,
,0.884,-0.2795,
,0.8907,-0.2763,
,0.8974,-0.2738,
,0.904,-0.272,
,0.9107,-0.2716,
,0.924,-0.273,
,0.9374,-0.2767,
,0.9507,-0.2815,
,0.964,-0.2866,
,0.9774,-0.2916,
,0.9907,-0.2991,
,1.004,-0.3149,
,1.0174,-0.3367,
,1.0307,-0.364,
,1.044,-0.3962,
,1.0574,-0.4337,
,1.0707,-0.4763,
,1.084,-0.5241,
,1.0974,-0.5769,
,1.1107,-0.559,
,1.124,-0.5155,
,1.1374,-0.4707,
,1.1507,-0.425,
,1.164,-0.3782,
,1.1774,-0.3305,
,1.1907,-0.2838,
,1.204,-0.2383,
,1.2174,-0.1997,
,1.2307,-0.1734,
,1.244,-0.1565,
,1.2574,-0.144,
,1.2707,-0.1341,
,1.284,-0.1265,
,1.2974,-0.1208,
,1.3107,-0.1173,
,1.324,-0.1158,
,1.3374,-0.1171,
,1.3507,-0.1202,
,1.364,-0.1254,
,1.3774,-0.133,
,1.3907,-0.1427,
,1.404,-0.1147,
,1.4174,-0.0548,
,1.4307,0.0178,
,1.444,0.096,
,1.4574,0.1764,
,1.4707,0.2553,
,1.484,0.3306,
,1.4974,0.4003,
,1.5107,0.463,
,1.524,0.5175,
,1.5374,0.562,
,1.5507,0.5945,
,1.564,0.6151,
,1.5774,0.6222,
,,,
,0,0.6226,
,0.0115,0.6217,
,0.0231,0.6216,
,0.0346,0.6204,
,0.0462,0.6189,
,0.0577,0.6175,
,0.0693,0.6151,
,0.0808,0.6125,
,0.0924,0.6087,
,0.1039,0.6051,
,0.1155,0.6013,
,0.127,0.5965,
,0.1386,0.5915,
,0.1501,0.5855,
,0.1617,0.5792,
,0.1732,0.5726,
,0.1848,0.5657,
,0.1963,0.5595,
,0.2078,0.5525,
,0.2194,0.5455,
,0.2309,0.5394,
,0.2425,0.5335,
,0.254,0.5286,
,0.2656,0.5248,
,0.2771,0.5222,
,0.2887,0.5211,
,0.3002,0.521,
,0.3118,0.5217,
,0.3233,0.5244,
,0.3349,0.5275,
,0.3464,0.5319,
,0.358,0.5368,
,0.3695,0.5434,
,0.3811,0.5496,
,0.3926,0.5562,
,0.4041,0.5631,
,0.4157,0.5697,
,0.4272,0.5765,
,0.4388,0.5831,
,0.4503,0.5894,
,0.4619,0.5955,
,0.4734,0.601,
,0.485,0.606,
,0.4965,0.6107,
,0.5081,0.6143,
,0.5196,0.6176,
,0.5312,0.6203,
,0.5427,0.6225,
,0.5543,0.6244,
,0.5658,0.6247,
,0.5774,0.625,
,0.584,0.6168,
,0.5907,0.5939,
,0.5974,0.562,
,0.604,0.5249,
,0.6107,0.4854,
,0.6174,0.4439,
,0.624,0.4009,
,0.6307,0.3571,
,0.6374,0.3124,
,0.644,0.2676,
,0.6507,0.2222,
,0.6574,0.1765,
,0.664,0.1309,
,0.6707,0.085,
,0.6774,0.0387,
,0.684,-0.0072,
,0.6907,-0.0527,
,0.6974,-0.0974,
,0.704,-0.1416,
,0.7107,-0.1842,
,0.7174,-0.2251,
,0.724,-0.2629,
,0.7307,-0.2964,
,0.7374,-0.3185,
,0.744,-0.3144,
,0.7507,-0.3098,
,0.7574,-0.3051,
,0.764,-0.3006,
,0.7707,-0.2963,
,0.7774,-0.2922,
,0.784,-0.2881,
,0.7907,-0.2838,
,0.7974,-0.2802,
,0.804,-0.2769,
,0.8107,-0.2738,
,0.8174,-0.271,
,0.824,-0.2685,
,0.8307,-0.2664,
,0.8374,-0.2644,
,0.844,-0.263,
,0.8507,-0.2618,
,0.8574,-0.261,
,0.864,-0.2605,
,0.8707,-0.2604,
,0.8774,-0.2605,
,0.884,-0.261,
,0.8907,-0.262,
,0.8974,-0.2629,
,0.904,-0.2636,
,0.9107,-0.2639,
,0.924,-0.2633,
,0.9374,-0.2635,
,0.9507,-0.2666,
,0.964,-0.2726,
,0.9774,-0.2815,
,0.9907,-0.291,
,1.004,-0.2955,
,1.0174,-0.298,
,1.0307,-0.2988,
,1.044,-0.2978,
,1.0574,-0.296,
,1.0707,-0.2921,
,1.084,-0.2862,
,1.0974,-0.2791,
,1.1107,-0.2702,
,1.124,-0.2597,
,1.1374,-0.2476,
,1.1507,-0.235,
,1.164,-0.221,
,1.1774,-0.2062,
,1.1907,-0.1903,
,1.204,-0.1717,
,1.2174,-0.1462,
,1.2307,-0.1082,
,1.244,-0.0613,
,1.2574,-0.0119,
,1.2707,0.0389,
,1.284,0.0905,
,1.2974,0.142,
,1.3107,0.1921,
,1.324,0.2408,
,1.3374,0.2878,
,1.3507,0.333,
,1.364,0.3756,
,1.3774,0.4153,
,1.3907,0.4515,
,1.404,0.4845,
,1.4174,0.5132,
,1.4307,0.5379,
,1.444,0.5585,
,1.4574,0.5757,
,1.4707,0.5895,
,1.484,0.5999,
,1.4974,0.6077,
,1.5107,0.6132,
,1.524,0.6171,
,1.5374,0.6196,
,1.5507,0.621,
,1.564,0.6218,
,1.5774,0.6226,
,,,
,0,1.8948,
,0.0115,1.8963,
,0.0231,1.9004,
,0.0346,1.907,
,0.0462,1.9154,
,0.0577,1.9254,
,0.0693,1.9361,
,0.0808,1.9472,
,0.0924,1.9578,
,0.1039,1.9683,
,0.1155,1.9782,
,0.127,1.9871,
,0.1386,1.9949,
,0.1501,2.001,
,0.1617,2.0049,
,0.1732,2.0066,
,0.1848,2.0049,
,0.1963,1.9988,
,0.2078,1.9875,
,0.2194,1.9692,
,0.2309,1.9432,
,0.2425,1.9098,
,0.254,1.8688,
,0.2656,1.823,
,0.2771,1.7729,
,0.2887,1.7203,
,0.3002,1.6667,
,0.3118,1.6112,
,0.3233,1.5564,
,0.3349,1.5021,
,0.3464,1.4485,
,0.358,1.3961,
,0.3695,1.3455,
,0.3811,1.2965,
,0.3926,1.2491,
,0.4041,1.2037,
,0.4157,1.1601,
,0.4272,1.1195,
,0.4388,1.0809,
,0.4503,1.0452,
,0.4619,1.012,
,0.4734,0.9814,
,0.485,0.9538,
,0.4965,0.9291,
,0.5081,0.9076,
,0.5196,0.8895,
,0.5312,0.8744,
,0.5427,0.8626,
,0.5543,0.8541,
,0.5658,0.8484,
,0.5774,0.8466,
,0.584,0.8551,
,0.5907,0.8773,
,0.5974,0.9079,
,0.604,0.9432,
,0.6107,0.9811,
,0.6174,1.0203,
,0.624,1.0603,
,0.6307,1.101,
,0.6374,1.1417,
,0.644,1.1829,
,0.6507,1.2242,
,0.6574,1.2655,
,0.664,1.3072,
,0.6707,1.3486,
,0.6774,1.3897,
,0.684,1.4311,
,0.6907,1.4725,
,0.6974,1.5138,
,0.704,1.5551,
,0.7107,1.5966,
,0.7174,1.6382,
,0.724,1.6792,
,0.7307,1.7198,
,0.7374,1.7601,
,0.744,1.8003,
,0.7507,1.84,
,0.7574,1.879,
,0.764,1.9174,
,0.7707,1.9551,
,0.7774,1.9921,
,0.784,2.0275,
,0.7907,2.0627,
,0.7974,2.096,
,0.804,2.1276,
,0.8107,2.1579,
,0.8174,2.1865,
,0.824,2.2141,
,0.8307,2.2387,
,0.8374,2.2615,
,0.844,2.2822,
,0.8507,2.3003,
,0.8574,2.3169,
,0.864,2.3308,
,0.8707,2.3429,
,0.8774,2.3525,
,0.884,2.3603,
,0.8907,2.3662,
,0.8974,2.3698,
,0.904,2.3718,
,0.9107,2.3722,
,0.924,2.3706,
,0.9374,2.3635,
,0.9507,2.3514,
,0.964,2.3365,
,0.9774,2.3199,
,0.9907,2.3022,
,1.004,2.285,
,1.0174,2.2683,
,1.0307,2.2532,
,1.044,2.2366,
,1.0574,2.1972,
,1.0707,2.1568,
,1.084,2.1174,
,1.0974,2.0809,
,1.1107,2.047,
,1.124,2.0176,
,1.1374,1.9921,
,1.1507,1.9709,
,1.164,1.9553,
,1.1774,1.9455,
,1.1907,1.9416,
,1.204,1.9438,
,1.2174,1.9528,
,1.2307,1.969,
,1.244,1.991,
,1.2574,2.0192,
,1.2707,2.0537,
,1.284,2.094,
,1.2974,2.14,
,1.3107,2.142,
,1.324,2.1164,
,1.3374,2.0938,
,1.3507,2.0748,
,1.364,2.0589,
,1.3774,2.0455,
,1.3907,2.0338,
,1.404,2.0234,
,1.4174,2.0139,
,1.4307,2.0042,
,1.444,1.9943,
,1.4574,1.9834,
,1.4707,1.9719,
,1.484,1.9596,
,1.4974,1.9467,
,1.5107,1.9337,
,1.524,1.9214,
,1.5374,1.9108,
,1.5507,1.9022,
,1.564,1.8967,
,1.5774,1.8948,
,,,
,0,2.0748,
,0.0115,2.0754,
,0.0231,2.0775,
,0.0346,2.0809,
,0.0462,2.0856,
,0.0577,2.092,
,0.0693,2.0995,
,0.0808,2.1083,
,0.0924,2.1179,
,0.1039,2.1286,
,0.1155,2.1397,
,0.127,2.1506,
,0.1386,2.1612,
,0.1501,2.1706,
,0.1617,2.1781,
,0.1732,2.1852,
,0.1848,2.1902,
,0.1963,2.1938,
,0.2078,2.1962,
,0.2194,2.1971,
,0.2309,2.1971,
,0.2425,2.1975,
,0.254,2.1974,
,0.2656,2.1983,
,0.2771,2.2002,
,0.2887,2.2039,
,0.3002,2.2098,
,0.3118,2.2173,
,0.3233,2.2278,
,0.3349,2.241,
,0.3464,2.2579,
,0.358,2.2771,
,0.3695,2.3002,
,0.3811,2.3264,
,0.3926,2.3554,
,0.4041,2.3872,
,0.4157,2.4211,
,0.4272,2.4577,
,0.4388,2.4952,
,0.4503,2.5329,
,0.4619,2.5709,
,0.4734,2.6077,
,0.485,2.6422,
,0.4965,2.6742,
,0.5081,2.7027,
,0.5196,2.7282,
,0.5312,2.7505,
,0.5427,2.7689,
,0.5543,2.7831,
,0.5658,2.7912,
,0.5774,2.7942,
,0.584,2.7941,
,0.5907,2.7937,
,0.5974,2.7931,
,0.604,2.7921,
,0.6107,2.7912,
,0.6174,2.7894,
,0.624,2.7871,
,0.6307,2.7839,
,0.6374,2.7798,
,0.644,2.7751,
,0.6507,2.7696,
,0.6574,2.7633,
,0.664,2.7564,
,0.6707,2.7486,
,0.6774,2.7399,
,0.684,2.7308,
,0.6907,2.721,
,0.6974,2.7108,
,0.704,2.6998,
,0.7107,2.6886,
,0.7174,2.677,
,0.724,2.6649,
,0.7307,2.6525,
,0.7374,2.6399,
,0.744,2.6266,
,0.7507,2.6138,
,0.7574,2.6015,
,0.764,2.589,
,0.7707,2.5767,
,0.7774,2.5648,
,0.784,2.5539,
,0.7907,2.5439,
,0.7974,2.5338,
,0.804,2.5241,
,0.8107,2.5156,
,0.8174,2.5081,
,0.824,2.5011,
,0.8307,2.4954,
,0.8374,2.4904,
,0.844,2.4864,
,0.8507,2.4831,
,0.8574,2.4806,
,0.864,2.4789,
,0.8707,2.4782,
,0.8774,2.4778,
,0.884,2.4782,
,0.8907,2.4782,
,0.8974,2.4786,
,0.904,2.4795,
,0.9107,2.4792,
,0.924,2.4788,
,0.9374,2.474,
,0.9507,2.4633,
,0.964,2.4465,
,0.9774,2.4238,
,0.9907,2.3947,
,1.004,2.3606,
,1.0174,2.3228,
,1.0307,2.2816,
,1.044,2.2446,
,1.0574,2.2336,
,1.0707,2.229,
,1.084,2.2287,
,1.0974,2.2337,
,1.1107,2.2426,
,1.124,2.2555,
,1.1374,2.2735,
,1.1507,2.2932,
,1.164,2.3145,
,1.1774,2.3352,
,1.1907,2.3519,
,1.204,2.3589,
,1.2174,2.3539,
,1.2307,2.3359,
,1.244,2.3074,
,1.2574,2.274,
,1.2707,2.2383,
,1.284,2.2035,
,1.2974,2.1714,
,1.3107,2.1911,
,1.324,2.2462,
,1.3374,2.3043,
,1.3507,2.3637,
,1.364,2.39,
,1.3774,2.351,
,1.3907,2.3096,
,1.404,2.2718,
,1.4174,2.238,
,1.4307,2.2075,
,1.444,2.1812,
,1.4574,2.1583,
,1.4707,2.1389,
,1.484,2.1227,
,1.4974,2.1091,
,1.5107,2.0981,
,1.524,2.0894,
,1.5374,2.083,
,1.5507,2.0783,
,1.564,2.0757,
,1.5774,2.0748,
,,,
,0,3.0627,
,0.0115,3.0598,
,0.0231,3.0549,
,0.0346,3.045,
,0.0462,3.0304,
,0.0577,3.0118,
,0.0693,2.9882,
,0.0808,2.959,
,0.0924,2.9253,
,0.1039,2.8886,
,0.1155,2.8482,
,0.127,2.8038,
,0.1386,2.7566,
,0.1501,2.7064,
,0.1617,2.6541,
,0.1732,2.6024,
,0.1848,2.5516,
,0.1963,2.503,
,0.2078,2.4588,
,0.2194,2.4208,
,0.2309,2.3895,
,0.2425,2.3658,
,0.254,2.3493,
,0.2656,2.3393,
