k,E,EF
0.543,-9.1044,
0.5606,-9.1051,
0.5781,-9.1061,
0.5956,-9.1072,
0.6131,-9.1081,
0.6306,-9.1088,
0.6481,-9.1088,
0.6657,-9.1071,
0.6832,-9.1018,
0.7007,-9.0936,
0.7182,-9.0847,
0.7357,-9.0762,
0.7533,-9.069,
0.7708,-9.0637,
0.7883,-9.0611,
0.8058,-9.0614,
0.8233,-9.0642,
0.8408,-9.069,
0.8584,-9.0747,
0.8759,-9.0805,
0.8934,-9.0857,
0.9109,-9.0901,
0.9284,-9.0934,
0.9459,-9.0959,
0.9635,-9.0976,
0.981,-9.0988,
0.9985,-9.0995,
1.016,-9.1,
1.0335,-9.1001,
,,
0,-9.077,
0.0175,-9.0769,
0.035,-9.0765,
0.0526,-9.0759,
0.0701,-9.0752,
0.0876,-9.0747,
0.1051,-9.0743,
0.1226,-9.0742,
0.1401,-9.0743,
0.1577,-9.0744,
0.1752,-9.0745,
0.1927,-9.0742,
0.2102,-9.0735,
0.2277,-9.072,
0.2452,-9.0698,
0.2628,-9.0666,
0.2803,-9.0627,
0.2978,-9.058,
0.3153,-9.0526,
0.3328,-9.0467,
0.3504,-9.0404,
0.3679,-9.034,
0.3854,-9.0279,
0.4029,-9.0231,
0.4204,-9.0199,
0.4379,-9.0176,
0.4555,-9.0154,
0.473,-9.0132,
0.4905,-9.0107,
0.508,-9.008,
0.5255,-9.0051,
0.543,-9.0019,
0.5606,-8.9985,
0.5781,-8.995,
0.5956,-8.9916,
0.6131,-8.9914,
0.6306,-8.9956,
0.6481,-9.0004,
0.6657,-9.0055,
0.6832,-9.0109,
0.7007,-9.0164,
0.7182,-9.022,
0.7357,-9.0276,
0.7533,-9.033,
0.7708,-9.0384,
0.7883,-9.0434,
0.8058,-9.0482,
0.8233,-9.0526,
0.8408,-9.0566,
0.8584,-9.0601,
0.8759,-9.0632,
0.8934,-9.066,
0.9109,-9.0684,
0.9284,-9.0706,
0.9459,-9.0727,
0.9635,-9.0748,
0.981,-9.077,
0.9985,-9.0793,
1.016,-9.0811,
1.0335,-9.0818,
,,
0,-9.0604,
0.0175,-9.0601,
0.035,-9.0595,
0.0526,-9.0584,
0.0701,-9.0571,
0.0876,-9.0555,
0.1051,-9.0538,
0.1226,-9.0519,
0.1401,-9.0498,
0.1577,-9.0475,
0.1752,-9.0451,
0.1927,-9.0425,
0.2102,-9.0398,
0.2277,-9.0371,
0.2452,-9.0345,
0.2628,-9.032,
0.2803,-9.0297,
0.2978,-9.0275,
0.3153,-9.0255,
0.3328,-9.0236,
0.3504,-9.0216,
0.3679,-9.0195,
0.3854,-9.0166,
0.4029,-9.0119,
0.4204,-9.0053,
0.4379,-8.9975,
0.4555,-8.9892,
0.473,-8.9807,
0.4905,-8.9736,
0.508,-8.9736,
0.5255,-8.9751,
0.543,-8.9773,
0.5606,-8.98,
0.5781,-8.9832,
0.5956,-8.9867,
0.6131,-8.9874,
0.6306,-8.984,
0.6481,-8.9806,
0.6657,-8.9775,
0.6832,-8.9748,
0.7007,-8.9733,
0.7182,-8.9736,
0.7357,-8.9762,
0.7533,-8.9803,
0.7708,-8.9844,
0.7883,-8.9876,
0.8058,-8.9894,
0.8233,-8.9914,
0.8408,-8.9956,
0.8584,-9.0009,
0.8759,-9.0072,
0.8934,-9.0143,
0.9109,-9.0219,
0.9284,-9.0295,
0.9459,-9.0367,
0.9635,-9.0431,
0.981,-9.0484,
0.9985,-9.0523,
1.016,-9.0546,
1.0335,-9.0554,
,,
0,-9.0534,
0.0175,-9.0533,
0.035,-9.053,
0.0526,-9.0525,
0.0701,-9.0516,
0.0876,-9.0504,
0.1051,-9.0486,
0.1226,-9.0463,
0.1401,-9.0434,
0.1577,-9.0402,
0.1752,-9.0366,
0.1927,-9.0327,
0.2102,-9.0286,
0.2277,-9.0243,
0.2452,-9.0199,
0.2628,-9.0153,
0.2803,-9.0106,
0.2978,-9.0059,
0.3153,-9.0011,
0.3328,-8.9965,
0.3504,-8.9919,
0.3679,-8.9876,
0.3854,-8.9836,
0.4029,-8.98,
0.4204,-8.9769,
0.4379,-8.9746,
0.4555,-8.973,
0.473,-8.9723,
0.4905,-8.9713,
0.508,-8.9645,
0.5255,-8.9582,
0.543,-8.9533,
0.5606,-8.9496,
0.5781,-8.9469,
0.5956,-8.9451,
0.6131,-8.9457,
0.6306,-8.9489,
0.6481,-8.9528,
0.6657,-8.9569,
0.6832,-8.961,
0.7007,-8.965,
0.7182,-8.969,
0.7357,-8.9727,
0.7533,-8.9762,
0.7708,-8.9797,
0.7883,-8.9831,
0.8058,-8.9866,
0.8233,-8.9886,
0.8408,-8.9879,
0.8584,-8.9864,
0.8759,-8.9851,
0.8934,-8.986,
0.9109,-8.9885,
0.9284,-8.9908,
0.9459,-8.9926,
0.9635,-8.9941,
0.981,-8.9952,
0.9985,-8.996,
1.016,-8.9964,
1.0335,-8.9966,
,,
0,-9.0415,
0.0175,-9.0415,
0.035,-9.0413,
0.0526,-9.0409,
0.0701,-9.0401,
0.0876,-9.0387,
0.1051,-9.0369,
0.1226,-9.0345,
0.1401,-9.0317,
0.1577,-9.0286,
0.1752,-9.0251,
0.1927,-9.0213,
0.2102,-9.0172,
0.2277,-9.0128,
0.2452,-9.008,
0.2628,-9.003,
0.2803,-8.9976,
0.2978,-8.9918,
0.3153,-8.9858,
0.3328,-8.9795,
0.3504,-8.973,
0.3679,-8.9665,
0.3854,-8.9604,
0.4029,-8.9551,
0.4204,-8.9508,
0.4379,-8.9477,
0.4555,-8.9453,
0.473,-8.943,
0.4905,-8.9404,
0.508,-8.937,
0.5255,-8.9334,
0.543,-8.9327,
0.5606,-8.934,
0.5781,-8.9363,
0.5956,-8.9389,
0.6131,-8.9403,
0.6306,-8.9402,
0.6481,-8.9403,
0.6657,-8.9414,
0.6832,-8.9432,
0.7007,-8.9449,
0.7182,-8.9454,
0.7357,-8.9436,
0.7533,-8.9397,
0.7708,-8.9347,
0.7883,-8.9418,
0.8058,-8.9512,
0.8233,-8.9601,
0.8408,-8.9681,
0.8584,-8.9748,
0.8759,-8.9796,
0.8934,-8.9811,
0.9109,-8.98,
0.9284,-8.9786,
0.9459,-8.9774,
0.9635,-8.9764,
0.981,-8.9756,
0.9985,-8.975,
1.016,-8.9746,
1.0335,-8.9745,
,,
0,-9.0124,
0.0175,-9.012,
0.035,-9.0107,
0.0526,-9.0087,
0.0701,-9.006,
0.0876,-9.0028,
0.1051,-8.9992,
0.1226,-8.9951,
0.1401,-8.9907,
0.1577,-8.9861,
0.1752,-8.9811,
0.1927,-8.976,
0.2102,-8.9708,
0.2277,-8.9655,
0.2452,-8.9603,
0.2628,-8.9551,
0.2803,-8.9503,
0.2978,-8.9458,
0.3153,-8.9417,
0.3328,-8.9382,
0.3504,-8.9353,
0.3679,-8.9329,
0.3854,-8.9327,
0.4029,-8.9331,
0.4204,-8.9332,
0.4379,-8.9331,
0.4555,-8.9327,
0.473,-8.9321,
0.4905,-8.9314,
0.508,-8.9307,
0.5255,-8.9292,
0.543,-8.9238,
0.5606,-8.9163,
0.5781,-8.9084,
0.5956,-8.9012,
0.6131,-8.8959,
0.6306,-8.8928,
0.6481,-8.8915,
0.6657,-8.8909,
0.6832,-8.89,
0.7007,-8.8911,
0.7182,-8.9011,
0.7357,-8.9114,
0.7533,-8.9216,
0.7708,-8.9313,
0.7883,-8.9272,
0.8058,-8.9195,
0.8233,-8.9108,
0.8408,-8.9017,
0.8584,-8.8925,
0.8759,-8.8842,
0.8934,-8.8805,
0.9109,-8.8799,
0.9284,-8.8798,
0.9459,-8.8797,
0.9635,-8.8797,
0.981,-8.8797,
0.9985,-8.8797,
1.016,-8.8797,
1.0335,-8.8797,
,,
0,-8.9291,
0.0175,-8.9289,
0.035,-8.9284,
0.0526,-8.9276,
0.0701,-8.9265,
0.0876,-8.9252,
0.1051,-8.9239,
0.1226,-8.9232,
0.1401,-8.9232,
0.1577,-8.9235,
0.1752,-8.9239,
0.1927,-8.9244,
0.2102,-8.925,
0.2277,-8.9257,
0.2452,-8.9264,
0.2628,-8.9271,
0.2803,-8.9279,
0.2978,-8.9287,
0.3153,-8.9296,
0.3328,-8.9304,
0.3504,-8.9312,
0.3679,-8.9316,
0.3854,-8.9294,
0.4029,-8.9258,
0.4204,-8.9208,
0.4379,-8.9144,
0.4555,-8.9066,
0.473,-8.898,
0.4905,-8.889,
0.508,-8.8801,
0.5255,-8.8724,
0.543,-8.8734,
0.5606,-8.8759,
0.5781,-8.8777,
0.5956,-8.8787,
0.6131,-8.8792,
0.6306,-8.8794,
0.6481,-8.8795,
0.6657,-8.8798,
0.6832,-8.8823,
0.7007,-8.8882,
0.7182,-8.886,
0.7357,-8.8834,
0.7533,-8.8811,
0.7708,-8.8799,
0.7883,-8.8794,
0.8058,-8.8792,
0.8233,-8.8791,
0.8408,-8.879,
0.8584,-8.8788,
0.8759,-8.8778,
0.8934,-8.8729,
0.9109,-8.8659,
0.9284,-8.8598,
0.9459,-8.855,
0.9635,-8.8513,
0.981,-8.8486,
0.9985,-8.8468,
1.016,-8.8457,
1.0335,-8.8453,
,,
0,-8.921,
0.0175,-8.921,
0.035,-8.9211,
0.0526,-8.9212,
0.0701,-8.9213,
0.0876,-8.9214,
0.1051,-8.9212,
0.1226,-8.9203,
0.1401,-8.9185,
0.1577,-8.9163,
0.1752,-8.9139,
0.1927,-8.9114,
0.2102,-8.9089,
0.2277,-8.9064,
0.2452,-8.904,
0.2628,-8.9018,
0.2803,-8.8998,
0.2978,-8.898,
0.3153,-8.8961,
0.3328,-8.8942,
0.3504,-8.8919,
0.3679,-8.8892,
0.3854,-8.8861,
0.4029,-8.8827,
0.4204,-8.879,
0.4379,-8.8751,
0.4555,-8.8712,
0.473,-8.8673,
0.4905,-8.8639,
0.508,-8.8661,
0.5255,-8.8695,
0.543,-8.8655,
0.5606,-8.8617,
0.5781,-8.8593,
0.5956,-8.8574,
0.6131,-8.8546,
0.6306,-8.8507,
0.6481,-8.8591,
0.6657,-8.8686,
0.6832,-8.8761,
0.7007,-8.8777,
0.7182,-8.8777,
0.7357,-8.8773,
0.7533,-8.8759,
0.7708,-8.873,
0.7883,-8.8692,
0.8058,-8.8649,
0.8233,-8.8604,
0.8408,-8.8557,
0.8584,-8.8507,
0.8759,-8.8454,
0.8934,-8.8398,
0.9109,-8.8336,
0.9284,-8.8272,
0.9459,-8.821,
0.9635,-8.8155,
0.981,-8.8112,
0.9985,-8.8081,
1.016,-8.8064,
1.0335,-8.8058,
,,
0,-8.8725,
0.0175,-8.8724,
0.035,-8.8723,
0.0526,-8.8721,
0.0701,-8.8717,
0.0876,-8.8713,
0.1051,-8.8708,
0.1226,-8.8701,
0.1401,-8.8692,
0.1577,-8.8682,
0.1752,-8.867,
0.1927,-8.8656,
0.2102,-8.864,
0.2277,-8.8622,
0.2452,-8.8602,
0.2628,-8.858,
0.2803,-8.8557,
0.2978,-8.8535,
0.3153,-8.8513,
0.3328,-8.8492,
0.3504,-8.8471,
0.3679,-8.8451,
0.3854,-8.8437,
0.4029,-8.8442,
0.4204,-8.8464,
0.4379,-8.8495,
0.4555,-8.8531,
0.473,-8.857,
0.4905,-8.8606,
0.508,-8.8584,
0.5255,-8.8538,
0.543,-8.8477,
0.5606,-8.8404,
0.5781,-8.8334,
0.5956,-8.8353,
0.6131,-8.8416,
0.6306,-8.8492,
0.6481,-8.844,
0.6657,-8.8374,
0.6832,-8.831,
0.7007,-8.8253,
0.7182,-8.8203,
0.7357,-8.816,
0.7533,-8.8122,
0.7708,-8.8087,
0.7883,-8.8056,
0.8058,-8.8026,
0.8233,-8.7998,
0.8408,-8.797,
0.8584,-8.7943,
0.8759,-8.7915,
0.8934,-8.7886,
0.9109,-8.7854,
0.9284,-8.7818,
0.9459,-8.7777,
0.9635,-8.773,
0.981,-8.7681,
0.9985,-8.7637,
1.016,-8.7606,
1.0335,-8.7595,
,,
0,-8.8107,
0.0175,-8.8109,
0.035,-8.8114,
0.0526,-8.8122,
0.0701,-8.8135,
0.0876,-8.8151,
0.1051,-8.8172,
0.1226,-8.8196,
0.1401,-8.8224,
0.1577,-8.8255,
0.1752,-8.8287,
0.1927,-8.8319,
0.2102,-8.835,
0.2277,-8.8377,
0.2452,-8.84,
0.2628,-8.8415,
0.2803,-8.8421,
0.2978,-8.8417,
0.3153,-8.84,
0.3328,-8.8373,
0.3504,-8.8344,
0.3679,-8.8355,
0.3854,-8.8369,
0.4029,-8.8366,
0.4204,-8.8347,
0.4379,-8.8324,
0.4555,-8.8301,
0.473,-8.828,
0.4905,-8.8266,
0.508,-8.8263,
0.5255,-8.8268,
0.543,-8.8276,
0.5606,-8.8287,
0.5781,-8.8302,
0.5956,-8.8256,
0.6131,-8.82,
0.6306,-8.8146,
0.6481,-8.8089,
0.6657,-8.8025,
0.6832,-8.7954,
0.7007,-8.7881,
0.7182,-8.7813,
0.7357,-8.7748,
0.7533,-8.7682,
0.7708,-8.7614,
0.7883,-8.7544,
0.8058,-8.7474,
0.8233,-8.7431,
0.8408,-8.741,
0.8584,-8.7392,
0.8759,-8.7376,
0.8934,-8.7363,
0.9109,-8.7351,
0.9284,-8.7341,
0.9459,-8.7329,
0.9635,-8.7317,
0.981,-8.73,
0.9985,-8.7279,
1.016,-8.7255,
1.0335,-8.7243,
,,
0,-8.7968,
0.0175,-8.7969,
0.035,-8.7973,
0.0526,-8.798,
0.0701,-8.7989,
0.0876,-8.8001,
0.1051,-8.8015,
0.1226,-8.8031,
0.1401,-8.8049,
0.1577,-8.8068,
0.1752,-8.8089,
0.1927,-8.8111,
0.2102,-8.8134,
0.2277,-8.8158,
0.2452,-8.8182,
0.2628,-8.8207,
0.2803,-8.8232,
0.2978,-8.8257,
0.3153,-8.8281,
0.3328,-8.8305,
0.3504,-8.832,
0.3679,-8.8289,
0.3854,-8.8242,
0.4029,-8.8192,
0.4204,-8.8141,
0.4379,-8.8093,
0.4555,-8.8111,
0.473,-8.8153,
0.4905,-8.8181,
0.508,-8.819,
0.5255,-8.8184,
0.543,-8.8168,
0.5606,-8.8144,
0.5781,-8.8102,
0.5956,-8.8039,
0.6131,-8.8019,
0.6306,-8.8011,
0.6481,-8.7985,
0.6657,-8.7946,
0.6832,-8.7896,
0.7007,-8.7829,
0.7182,-8.7746,
0.7357,-8.7655,
0.7533,-8.7575,
0.7708,-8.7519,
0.7883,-8.7482,
0.8058,-8.7453,
0.8233,-8.74,
0.8408,-8.7327,
0.8584,-8.7253,
0.8759,-8.718,
0.8934,-8.7106,
0.9109,-8.7034,
0.9284,-8.6964,
0.9459,-8.6901,
0.9635,-8.6913,
0.981,-8.6944,
0.9985,-8.6984,
1.016,-8.7022,
1.0335,-8.704,
,,
0,-8.7624,
0.0175,-8.7626,
0.035,-8.7631,
0.0526,-8.7637,
0.0701,-8.7645,
0.0876,-8.7652,
0.1051,-8.7657,
0.1226,-8.7658,
0.1401,-8.7657,
0.1577,-8.7651,
0.1752,-8.7642,
0.1927,-8.7629,
0.2102,-8.7614,
0.2277,-8.7595,
0.2452,-8.7575,
0.2628,-8.7552,
0.2803,-8.7528,
0.2978,-8.7503,
0.3153,-8.7478,
0.3328,-8.7537,
0.3504,-8.7635,
0.3679,-8.7729,
0.3854,-8.7819,
0.4029,-8.7903,
0.4204,-8.798,
0.4379,-8.8043,
0.4555,-8.8031,
0.473,-8.7984,
0.4905,-8.794,
0.508,-8.7899,
0.5255,-8.7863,
0.543,-8.7833,
0.5606,-8.7883,
0.5781,-8.7954,
0.5956,-8.8001,
0.6131,-8.7956,
0.6306,-8.7866,
0.6481,-8.7781,
0.6657,-8.771,
0.6832,-8.7654,
0.7007,-8.7608,
0.7182,-8.7565,
0.7357,-8.7521,
0.7533,-8.7465,
0.7708,-8.7386,
0.7883,-8.7295,
0.8058,-8.7204,
0.8233,-8.712,
0.8408,-8.7047,
0.8584,-8.6987,
0.8759,-8.6942,
0.8934,-8.6911,
0.9109,-8.6893,
0.9284,-8.6886,
0.9459,-8.6888,
0.9635,-8.6834,
0.981,-8.6779,
0.9985,-8.6735,
1.016,-8.6705,
1.0335,-8.6695,
,,
0,-8.7127,
0.0175,-8.7125,
0.035,-8.7119,
0.0526,-8.711,
0.0701,-8.7099,
0.0876,-8.7085,
0.1051,-8.7069,
0.1226,-8.7053,
0.1401,-8.7035,
0.1577,-8.7016,
0.1752,-8.6997,
0.1927,-8.6978,
0.2102,-8.696,
0.2277,-8.6951,
0.2452,-8.702,
0.2628,-8.7123,
0.2803,-8.7228,
0.2978,-8.7333,
0.3153,-8.7435,
0.3328,-8.7451,
0.3504,-8.7425,
0.3679,-8.7401,
0.3854,-8.7379,
0.4029,-8.7359,
0.4204,-8.7343,
0.4379,-8.7331,
0.4555,-8.7329,
0.473,-8.7392,
0.4905,-8.7491,
0.508,-8.7593,
0.5255,-8.7694,
0.543,-8.7786,
0.5606,-8.7793,
0.5781,-8.7761,
0.5956,-8.7727,
0.6131,-8.7687,
0.6306,-8.7639,
0.6481,-8.7577,
0.6657,-8.7494,
0.6832,-8.7393,
0.7007,-8.728,
0.7182,-8.716,
0.7357,-8.7038,
0.7533,-8.6914,
0.7708,-8.6792,
0.7883,-8.6673,
0.8058,-8.6565,
0.8233,-8.6483,
0.8408,-8.6421,
0.8584,-8.6367,
0.8759,-8.6324,
0.8934,-8.6305,
0.9109,-8.6315,
0.9284,-8.6348,
0.9459,-8.6392,
0.9635,-8.6439,
0.981,-8.648,
0.9985,-8.651,
1.016,-8.6529,
1.0335,-8.6535,
,,
0,-8.6704,
0.0175,-8.6703,
0.035,-8.67,
0.0526,-8.6695,
0.0701,-8.6689,
0.0876,-8.6681,
0.1051,-8.6673,
0.1226,-8.6664,
0.1401,-8.6655,
0.1577,-8.6649,
0.1752,-8.6653,
0.1927,-8.6704,
0.2102,-8.6798,
0.2277,-8.6891,
0.2452,-8.6907,
0.2628,-8.689,
0.2803,-8.687,
0.2978,-8.685,
0.3153,-8.683,
0.3328,-8.6814,
0.3504,-8.6811,
0.3679,-8.6846,
0.3854,-8.6914,
0.4029,-8.6996,
0.4204,-8.7086,
0.4379,-8.7181,
0.4555,-8.7273,
0.473,-8.7306,
0.4905,-8.7302,
0.508,-8.7293,
0.5255,-8.7278,
0.543,-8.7255,
0.5606,-8.7225,
0.5781,-8.7187,
0.5956,-8.7144,
0.6131,-8.7096,
0.6306,-8.7045,
0.6481,-8.6992,
0.6657,-8.6939,
0.6832,-8.6884,
0.7007,-8.683,
0.7182,-8.6776,
0.7357,-8.6722,
0.7533,-8.6668,
0.7708,-8.6614,
0.7883,-8.6557,
0.8058,-8.6492,
0.8233,-8.6405,
0.8408,-8.6308,
0.8584,-8.623,
0.8759,-8.6185,
0.8934,-8.6154,
0.9109,-8.6119,
0.9284,-8.6084,
0.9459,-8.607,
0.9635,-8.6078,
0.981,-8.6094,
0.9985,-8.6111,
1.016,-8.6123,
1.0335,-8.6128,
,,
0,-8.5835,
0.0175,-8.5831,
0.035,-8.5823,
0.0526,-8.5877,
0.0701,-8.5957,
0.0876,-8.6047,
0.1051,-8.6144,
0.1226,-8.6245,
0.1401,-8.6348,
0.1577,-8.645,
0.1752,-8.6543,
0.1927,-8.6591,
0.2102,-8.6597,
0.2277,-8.6596,
0.2452,-8.6597,
0.2628,-8.6601,
0.2803,-8.6611,
0.2978,-8.6629,
0.3153,-8.6656,
0.3328,-8.6692,
0.3504,-8.6727,
0.3679,-8.6737,
0.3854,-8.6725,
0.4029,-8.6708,
0.4204,-8.669,
0.4379,-8.6671,
0.4555,-8.6652,
0.473,-8.6632,
0.4905,-8.6611,
0.508,-8.6587,
0.5255,-8.656,
0.543,-8.6532,
0.5606,-8.6501,
0.5781,-8.6469,
0.5956,-8.6437,
0.6131,-8.6406,
0.6306,-8.6376,
0.6481,-8.6348,
0.6657,-8.6322,
0.6832,-8.6299,
0.7007,-8.6278,
0.7182,-8.6259,
0.7357,-8.624,
0.7533,-8.6221,
0.7708,-8.6202,
0.7883,-8.6181,
0.8058,-8.616,
0.8233,-8.6138,
0.8408,-8.6113,
0.8584,-8.6073,
0.8759,-8.6019,
0.8934,-8.602,
0.9109,-8.6026,
0.9284,-8.603,
0.9459,-8.6017,
0.9635,-8.5988,
0.981,-8.5959,
0.9985,-8.5937,
1.016,-8.5923,
1.0335,-8.5918,
,,
0,-8.5751,
0.0175,-8.5766,
0.035,-8.5805,
0.0526,-8.5795,
0.0701,-8.5767,
0.0876,-8.5732,
0.1051,-8.569,
0.1226,-8.5643,
0.1401,-8.5592,
0.1577,-8.5538,
0.1752,-8.5486,
0.1927,-8.544,
0.2102,-8.543,
0.2277,-8.5508,
0.2452,-8.5592,
0.2628,-8.5675,
0.2803,-8.5755,
0.2978,-8.5829,
0.3153,-8.5895,
0.3328,-8.5951,
0.3504,-8.5996,
0.3679,-8.6031,
0.3854,-8.6078,
0.4029,-8.6145,
0.4204,-8.6204,
0.4379,-8.6254,
0.4555,-8.6292,
0.473,-8.6318,
0.4905,-8.6334,
0.508,-8.634,
0.5255,-8.6338,
0.543,-8.6331,
0.5606,-8.632,
0.5781,-8.6306,
0.5956,-8.629,
0.6131,-8.6272,
0.6306,-8.6253,
0.6481,-8.6233,
0.6657,-8.6213,
0.6832,-8.6193,
0.7007,-8.6173,
0.7182,-8.6153,
0.7357,-8.6134,
0.7533,-8.6115,
0.7708,-8.6097,
0.7883,-8.6078,
0.8058,-8.6058,
0.8233,-8.6037,
0.8408,-8.6021,
0.8584,-8.6014,
0.8759,-8.5998,
0.8934,-8.5911,
0.9109,-8.5825,
0.9284,-8.5783,
0.9459,-8.5777,
0.9635,-8.5779,
0.981,-8.5784,
0.9985,-8.5789,
1.016,-8.5793,
1.0335,-8.5795,
,,
0,-8.5049,
0.0175,-8.5045,
0.035,-8.5037,
0.0526,-8.5031,
0.0701,-8.5033,
0.0876,-8.5045,
0.1051,-8.5068,
0.1226,-8.5101,
0.1401,-8.5147,
0.1577,-8.5203,
0.1752,-8.5268,
0.1927,-8.5341,
0.2102,-8.5401,
0.2277,-8.5408,
0.2452,-8.5443,
0.2628,-8.5503,
0.2803,-8.5578,
0.2978,-8.566,
0.3153,-8.5745,
0.3328,-8.5831,
0.3504,-8.5915,
0.3679,-8.5995,
0.3854,-8.6047,
0.4029,-8.6065,
0.4204,-8.6074,
0.4379,-8.6079,
0.4555,-8.6081,
0.473,-8.608,
0.4905,-8.6077,
0.508,-8.6073,
0.5255,-8.6068,
0.543,-8.6063,
0.5606,-8.6057,
0.5781,-8.6051,
0.5956,-8.6045,
0.6131,-8.6039,
0.6306,-8.6033,
0.6481,-8.6028,
0.6657,-8.6022,
0.6832,-8.6017,
0.7007,-8.6011,
0.7182,-8.6006,
0.7357,-8.6001,
0.7533,-8.5996,
0.7708,-8.5991,
0.7883,-8.5986,
0.8058,-8.5978,
0.8233,-8.5966,
0.8408,-8.5941,
0.8584,-8.5899,
0.8759,-8.5844,
0.8934,-8.579,
0.9109,-8.5741,
0.9284,-8.5667,
0.9459,-8.5584,
0.9635,-8.5633,
0.981,-8.5673,
0.9985,-8.57,
1.016,-8.5715,
1.0335,-8.5719,
,,
0,-8.4882,
0.0175,-8.4883,
0.035,-8.4887,
0.0526,-8.4893,
0.0701,-8.4903,
0.0876,-8.4914,
0.1051,-8.4929,
0.1226,-8.4948,
0.1401,-8.4971,
0.1577,-8.4997,
0.1752,-8.5027,
0.1927,-8.5056,
0.2102,-8.5075,
0.2277,-8.5069,
0.2452,-8.5034,
0.2628,-8.4978,
0.2803,-8.4912,
0.2978,-8.4851,
0.3153,-8.4832,
0.3328,-8.4845,
0.3504,-8.4863,
0.3679,-8.488,
0.3854,-8.4897,
0.4029,-8.4913,
0.4204,-8.4928,
0.4379,-8.4941,
0.4555,-8.4953,
0.473,-8.4964,
0.4905,-8.4972,
0.508,-8.4978,
0.5255,-8.4981,
0.543,-8.4981,
0.5606,-8.4978,
0.5781,-8.497,
0.5956,-8.4958,
0.6131,-8.4942,
0.6306,-8.4922,
0.6481,-8.4898,
0.6657,-8.4873,
0.6832,-8.4853,
0.7007,-8.4845,
0.7182,-8.4863,
0.7357,-8.4908,
0.7533,-8.4971,
0.7708,-8.5044,
0.7883,-8.5121,
0.8058,-8.52,
0.8233,-8.5278,
0.8408,-8.5351,
0.8584,-8.5414,
0.8759,-8.5461,
0.8934,-8.5482,
0.9109,-8.5475,
0.9284,-8.5524,
0.9459,-8.5565,
0.9635,-8.5462,
0.981,-8.5366,
0.9985,-8.5293,
1.016,-8.5252,
1.0335,-8.524,
,,
0,-8.479,
0.0175,-8.4782,
0.035,-8.4758,
0.0526,-8.4719,
0.0701,-8.467,
0.0876,-8.4616,
0.1051,-8.4566,
0.1226,-8.4526,
0.1401,-8.4499,
0.1577,-8.4483,
0.1752,-8.4493,
0.1927,-8.4549,
0.2102,-8.4605,
0.2277,-8.4653,
0.2452,-8.4693,
0.2628,-8.4727,
0.2803,-8.4754,
0.2978,-8.4766,
0.3153,-8.4727,
0.3328,-8.4653,
0.3504,-8.4571,
0.3679,-8.4487,
0.3854,-8.4403,
0.4029,-8.432,
0.4204,-8.424,
0.4379,-8.4165,
0.4555,-8.4099,
0.473,-8.4045,
0.4905,-8.4009,
0.508,-8.3994,
0.5255,-8.4001,
0.543,-8.4029,
0.5606,-8.407,
0.5781,-8.4122,
0.5956,-8.4181,
0.6131,-8.4244,
0.6306,-8.4309,
0.6481,-8.4375,
0.6657,-8.4438,
0.6832,-8.4494,
0.7007,-8.4532,
0.7182,-8.4543,
0.7357,-8.4599,
0.7533,-8.4689,
0.7708,-8.4779,
0.7883,-8.4868,
0.8058,-8.4957,
0.8233,-8.5045,
0.8408,-8.5131,
0.8584,-8.5216,
0.8759,-8.5297,
0.8934,-8.5374,
0.9109,-8.5434,
0.9284,-8.5396,
0.9459,-8.532,
0.9635,-8.5239,
0.981,-8.5162,
0.9985,-8.5089,
1.016,-8.5017,
1.0335,-8.4978,
,,
0,-8.3796,
0.0175,-8.381,
0.035,-8.3845,
0.0526,-8.3897,
0.0701,-8.3969,
0.0876,-8.4055,
0.1051,-8.4145,
0.1226,-8.4234,
0.1401,-8.432,
0.1577,-8.4398,
0.1752,-8.445,
0.1927,-8.445,
0.2102,-8.4439,
0.2277,-8.4424,
0.2452,-8.4405,
0.2628,-8.4383,
0.2803,-8.4357,
0.2978,-8.4328,
0.3153,-8.4296,
0.3328,-8.4261,
0.3504,-8.4224,
0.3679,-8.4184,
0.3854,-8.4142,
0.4029,-8.4098,
0.4204,-8.4052,
0.4379,-8.4005,
0.4555,-8.3957,
0.473,-8.391,
0.4905,-8.3865,
0.508,-8.3828,
0.5255,-8.3806,
0.543,-8.381,
0.5606,-8.3839,
0.5781,-8.3886,
0.5956,-8.3944,
0.6131,-8.4012,
0.6306,-8.4086,
0.6481,-8.4165,
0.6657,-8.4248,
0.6832,-8.4333,
0.7007,-8.442,
0.7182,-8.4509,
0.7357,-8.4524,
0.7533,-8.4489,
0.7708,-8.4453,
0.7883,-8.4433,
0.8058,-8.4446,
0.8233,-8.4486,
0.8408,-8.4539,
0.8584,-8.4597,
0.8759,-8.4654,
0.8934,-8.4708,
0.9109,-8.4758,
0.9284,-8.4801,
0.9459,-8.4833,
0.9635,-8.4849,
0.981,-8.4844,
0.9985,-8.4818,
1.016,-8.4786,
1.0335,-8.4772,
,,
0,-8.3715,
0.0175,-8.3737,
0.035,-8.3794,
0.0526,-8.3866,
0.0701,-8.3928,
0.0876,-8.3972,
0.1051,-8.4,
0.1226,-8.4008,
0.1401,-8.3994,
0.1577,-8.3962,
0.1752,-8.3918,
0.1927,-8.387,
0.2102,-8.3823,
0.2277,-8.3781,
0.2452,-8.3745,
0.2628,-8.3714,
0.2803,-8.3689,
