k,E,EF
0.8058,-9.8333,
0.8233,-9.8379,
0.8408,-9.843,
0.8584,-9.8485,
0.8759,-9.8543,
0.8934,-9.8603,
0.9109,-9.8664,
0.9284,-9.8725,
0.9459,-9.8787,
0.9635,-9.8848,
0.981,-9.8906,
0.9985,-9.8958,
1.016,-9.8999,
1.0335,-9.9015,
,,
0,-9.725,
0.0175,-9.7247,
0.035,-9.7238,
0.0526,-9.7225,
0.0701,-9.7211,
0.0876,-9.7205,
0.1051,-9.7223,
0.1226,-9.7279,
0.1401,-9.7356,
0.1577,-9.7429,
0.1752,-9.7483,
0.1927,-9.7516,
0.2102,-9.7538,
0.2277,-9.7555,
0.2452,-9.7569,
0.2628,-9.7578,
0.2803,-9.7587,
0.2978,-9.7601,
0.3153,-9.7622,
0.3328,-9.7647,
0.3504,-9.7673,
0.3679,-9.7699,
0.3854,-9.7721,
0.4029,-9.7741,
0.4204,-9.7758,
0.4379,-9.7776,
0.4555,-9.7795,
0.473,-9.7814,
0.4905,-9.7829,
0.508,-9.7835,
0.5255,-9.7826,
0.543,-9.7806,
0.5606,-9.7781,
0.5781,-9.7756,
0.5956,-9.7735,
0.6131,-9.7722,
0.6306,-9.7717,
0.6481,-9.772,
0.6657,-9.773,
0.6832,-9.7746,
0.7007,-9.7765,
0.7182,-9.7784,
0.7357,-9.7799,
0.7533,-9.7808,
0.7708,-9.781,
0.7883,-9.781,
0.8058,-9.7811,
0.8233,-9.7819,
0.8408,-9.7836,
0.8584,-9.786,
0.8759,-9.789,
0.8934,-9.7923,
0.9109,-9.7955,
0.9284,-9.7986,
0.9459,-9.8013,
0.9635,-9.8037,
0.981,-9.8056,
0.9985,-9.807,
1.016,-9.8079,
1.0335,-9.8082,
,,
0,-9.6701,
0.0175,-9.6716,
0.035,-9.6752,
0.0526,-9.6798,
0.0701,-9.6849,
0.0876,-9.6902,
0.1051,-9.6956,
0.1226,-9.7002,
0.1401,-9.7047,
0.1577,-9.7087,
0.1752,-9.7121,
0.1927,-9.7146,
0.2102,-9.718,
0.2277,-9.7252,
0.2452,-9.7301,
0.2628,-9.7322,
0.2803,-9.732,
0.2978,-9.7304,
0.3153,-9.7278,
0.3328,-9.7248,
0.3504,-9.7216,
0.3679,-9.7183,
0.3854,-9.7152,
0.4029,-9.7124,
0.4204,-9.7102,
0.4379,-9.7089,
0.4555,-9.7083,
0.473,-9.7076,
0.4905,-9.7066,
0.508,-9.7051,
0.5255,-9.7032,
0.543,-9.7011,
0.5606,-9.6989,
0.5781,-9.697,
0.5956,-9.6958,
0.6131,-9.6959,
0.6306,-9.6975,
0.6481,-9.7005,
0.6657,-9.7044,
0.6832,-9.7089,
0.7007,-9.7138,
0.7182,-9.7188,
0.7357,-9.7238,
0.7533,-9.7285,
0.7708,-9.7327,
0.7883,-9.7362,
0.8058,-9.7384,
0.8233,-9.7392,
0.8408,-9.7384,
0.8584,-9.7362,
0.8759,-9.733,
0.8934,-9.7292,
0.9109,-9.7249,
0.9284,-9.7205,
0.9459,-9.7162,
0.9635,-9.7121,
0.981,-9.7087,
0.9985,-9.7059,
1.016,-9.7042,
1.0335,-9.7036,
,,
0,-9.6564,
0.0175,-9.6583,
0.035,-9.6637,
0.0526,-9.6714,
0.0701,-9.6802,
0.0876,-9.6886,
0.1051,-9.6946,
0.1226,-9.6972,
0.1401,-9.6974,
0.1577,-9.6982,
0.1752,-9.7023,
0.1927,-9.7095,
0.2102,-9.7159,
0.2277,-9.7165,
0.2452,-9.7158,
0.2628,-9.7141,
0.2803,-9.7116,
0.2978,-9.7085,
0.3153,-9.7049,
0.3328,-9.701,
0.3504,-9.6968,
0.3679,-9.6928,
0.3854,-9.6922,
0.4029,-9.6944,
0.4204,-9.6958,
0.4379,-9.6959,
0.4555,-9.6946,
0.473,-9.6927,
0.4905,-9.6906,
0.508,-9.6887,
0.5255,-9.687,
0.543,-9.6858,
0.5606,-9.6852,
0.5781,-9.6852,
0.5956,-9.6855,
0.6131,-9.6855,
0.6306,-9.685,
0.6481,-9.6842,
0.6657,-9.6832,
0.6832,-9.6823,
0.7007,-9.6814,
0.7182,-9.6806,
0.7357,-9.6796,
0.7533,-9.6784,
0.7708,-9.677,
0.7883,-9.6753,
0.8058,-9.6734,
0.8233,-9.6712,
0.8408,-9.6688,
0.8584,-9.6662,
0.8759,-9.6636,
0.8934,-9.661,
0.9109,-9.6586,
0.9284,-9.6564,
0.9459,-9.6546,
0.9635,-9.6532,
0.981,-9.6522,
0.9985,-9.6517,
1.016,-9.6514,
1.0335,-9.6514,
,,
0,-9.6439,
0.0175,-9.6424,
0.035,-9.6385,
0.0526,-9.6335,
0.0701,-9.6323,
0.0876,-9.6392,
0.1051,-9.6471,
0.1226,-9.6557,
0.1401,-9.6639,
0.1577,-9.6705,
0.1752,-9.6737,
0.1927,-9.674,
0.2102,-9.6732,
0.2277,-9.6727,
0.2452,-9.6729,
0.2628,-9.6739,
0.2803,-9.6755,
0.2978,-9.6776,
0.3153,-9.68,
0.3328,-9.6827,
0.3504,-9.6856,
0.3679,-9.6884,
0.3854,-9.6874,
0.4029,-9.6831,
0.4204,-9.6785,
0.4379,-9.6739,
0.4555,-9.6693,
0.473,-9.6648,
0.4905,-9.6603,
0.508,-9.6558,
0.5255,-9.6515,
0.543,-9.6473,
0.5606,-9.6433,
0.5781,-9.6394,
0.5956,-9.6358,
0.6131,-9.6333,
0.6306,-9.6322,
0.6481,-9.6311,
0.6657,-9.6295,
0.6832,-9.6272,
0.7007,-9.6244,
0.7182,-9.6212,
0.7357,-9.6177,
0.7533,-9.614,
0.7708,-9.6103,
0.7883,-9.6068,
0.8058,-9.6037,
0.8233,-9.6011,
0.8408,-9.5991,
0.8584,-9.5978,
0.8759,-9.5971,
0.8934,-9.5972,
0.9109,-9.5978,
0.9284,-9.599,
0.9459,-9.6004,
0.9635,-9.6018,
0.981,-9.603,
0.9985,-9.604,
1.016,-9.6045,
1.0335,-9.6047,
,,
0,-9.6196,
0.0175,-9.6203,
0.035,-9.6226,
0.0526,-9.6265,
0.0701,-9.6275,
0.0876,-9.6216,
0.1051,-9.6155,
0.1226,-9.6094,
0.1401,-9.6033,
0.1577,-9.5984,
0.1752,-9.6,
0.1927,-9.6035,
0.2102,-9.6067,
0.2277,-9.6095,
0.2452,-9.6122,
0.2628,-9.615,
0.2803,-9.6179,
0.2978,-9.6209,
0.3153,-9.6237,
0.3328,-9.6261,
0.3504,-9.6281,
0.3679,-9.6294,
0.3854,-9.6302,
0.4029,-9.6305,
0.4204,-9.6306,
0.4379,-9.6306,
0.4555,-9.6306,
0.473,-9.6307,
0.4905,-9.6309,
0.508,-9.6311,
0.5255,-9.6314,
0.543,-9.6317,
0.5606,-9.6318,
0.5781,-9.6319,
0.5956,-9.6316,
0.6131,-9.6303,
0.6306,-9.6274,
0.6481,-9.6242,
0.6657,-9.621,
0.6832,-9.6179,
0.7007,-9.615,
0.7182,-9.6122,
0.7357,-9.6096,
0.7533,-9.6071,
0.7708,-9.6047,
0.7883,-9.6025,
0.8058,-9.6004,
0.8233,-9.5984,
0.8408,-9.5966,
0.8584,-9.595,
0.8759,-9.5937,
0.8934,-9.5926,
0.9109,-9.5916,
0.9284,-9.5907,
0.9459,-9.59,
0.9635,-9.5893,
0.981,-9.5888,
0.9985,-9.5885,
1.016,-9.5883,
1.0335,-9.5882,
,,
0,-9.5728,
0.0175,-9.5726,
0.035,-9.5722,
0.0526,-9.5725,
0.0701,-9.574,
0.0876,-9.5769,
0.1051,-9.5808,
0.1226,-9.5853,
0.1401,-9.5899,
0.1577,-9.5934,
0.1752,-9.5902,
0.1927,-9.5847,
0.2102,-9.5793,
0.2277,-9.5741,
0.2452,-9.5693,
0.2628,-9.5649,
0.2803,-9.5608,
0.2978,-9.5571,
0.3153,-9.5537,
0.3328,-9.5506,
0.3504,-9.5478,
0.3679,-9.5452,
0.3854,-9.5432,
0.4029,-9.5459,
0.4204,-9.5517,
0.4379,-9.5578,
0.4555,-9.5639,
0.473,-9.5699,
0.4905,-9.5756,
0.508,-9.5807,
0.5255,-9.5852,
0.543,-9.5887,
0.5606,-9.5908,
0.5781,-9.5914,
0.5956,-9.5902,
0.6131,-9.5871,
0.6306,-9.5825,
0.6481,-9.5765,
0.6657,-9.5698,
0.6832,-9.5628,
0.7007,-9.556,
0.7182,-9.5499,
0.7357,-9.5451,
0.7533,-9.5418,
0.7708,-9.5398,
0.7883,-9.5388,
0.8058,-9.5386,
0.8233,-9.5388,
0.8408,-9.539,
0.8584,-9.5392,
0.8759,-9.5391,
0.8934,-9.5388,
0.9109,-9.5385,
0.9284,-9.5381,
0.9459,-9.5379,
0.9635,-9.5378,
0.981,-9.538,
0.9985,-9.5382,
1.016,-9.5383,
1.0335,-9.5384,
,,
0,-9.5404,
0.0175,-9.5403,
0.035,-9.5401,
0.0526,-9.5397,
0.0701,-9.5392,
0.0876,-9.5386,
0.1051,-9.5377,
0.1226,-9.5367,
0.1401,-9.5356,
0.1577,-9.5353,
0.1752,-9.5387,
0.1927,-9.5424,
0.2102,-9.5451,
0.2277,-9.5461,
0.2452,-9.5453,
0.2628,-9.5424,
0.2803,-9.5379,
0.2978,-9.5328,
0.3153,-9.5288,
0.3328,-9.5279,
0.3504,-9.5301,
0.3679,-9.5341,
0.3854,-9.5388,
0.4029,-9.5394,
0.4204,-9.5373,
0.4379,-9.535,
0.4555,-9.5327,
0.473,-9.5306,
0.4905,-9.5287,
0.508,-9.5271,
0.5255,-9.5258,
0.543,-9.5244,
0.5606,-9.5227,
0.5781,-9.5207,
0.5956,-9.5184,
0.6131,-9.516,
0.6306,-9.5134,
0.6481,-9.5106,
0.6657,-9.5077,
0.6832,-9.5044,
0.7007,-9.5007,
0.7182,-9.4962,
0.7357,-9.4909,
0.7533,-9.4858,
0.7708,-9.4831,
0.7883,-9.4809,
0.8058,-9.4795,
0.8233,-9.4802,
0.8408,-9.482,
0.8584,-9.4843,
0.8759,-9.4865,
0.8934,-9.4887,
0.9109,-9.4904,
0.9284,-9.4918,
0.9459,-9.4926,
0.9635,-9.4929,
0.981,-9.4929,
0.9985,-9.4927,
1.016,-9.4925,
1.0335,-9.4924,
,,
0,-9.5272,
0.0175,-9.527,
0.035,-9.5262,
0.0526,-9.5246,
0.0701,-9.5221,
0.0876,-9.5194,
0.1051,-9.5194,
0.1226,-9.5233,
0.1401,-9.5281,
0.1577,-9.5319,
0.1752,-9.5314,
0.1927,-9.5293,
0.2102,-9.5267,
0.2277,-9.5236,
0.2452,-9.52,
0.2628,-9.5158,
0.2803,-9.5113,
0.2978,-9.5069,
0.3153,-9.5043,
0.3328,-9.5021,
0.3504,-9.5046,
0.3679,-9.5084,
0.3854,-9.512,
0.4029,-9.5152,
0.4204,-9.518,
0.4379,-9.5203,
0.4555,-9.522,
0.473,-9.523,
0.4905,-9.5231,
0.508,-9.5222,
0.5255,-9.5204,
0.543,-9.5181,
0.5606,-9.5156,
0.5781,-9.513,
0.5956,-9.5103,
0.6131,-9.5075,
0.6306,-9.5047,
0.6481,-9.5018,
0.6657,-9.499,
0.6832,-9.4961,
0.7007,-9.4933,
0.7182,-9.4906,
0.7357,-9.4878,
0.7533,-9.4843,
0.7708,-9.4793,
0.7883,-9.477,
0.8058,-9.4767,
0.8233,-9.4756,
0.8408,-9.474,
0.8584,-9.4724,
0.8759,-9.4709,
0.8934,-9.4696,
0.9109,-9.4685,
0.9284,-9.4675,
0.9459,-9.4667,
0.9635,-9.4661,
0.981,-9.4655,
0.9985,-9.4652,
1.016,-9.465,
1.0335,-9.4649,
,,
0,-9.501,
0.0175,-9.5013,
0.035,-9.5025,
0.0526,-9.5046,
0.0701,-9.5075,
0.0876,-9.5107,
0.1051,-9.5118,
0.1226,-9.5096,
0.1401,-9.507,
0.1577,-9.5047,
0.1752,-9.503,
0.1927,-9.5019,
0.2102,-9.5013,
0.2277,-9.5013,
0.2452,-9.5017,
0.2628,-9.5025,
0.2803,-9.5034,
0.2978,-9.5031,
0.3153,-9.4993,
0.3328,-9.4959,
0.3504,-9.4894,
0.3679,-9.4807,
0.3854,-9.4727,
0.4029,-9.4652,
0.4204,-9.4576,
0.4379,-9.45,
0.4555,-9.4423,
0.473,-9.4409,
0.4905,-9.443,
0.508,-9.4458,
0.5255,-9.4487,
0.543,-9.4516,
0.5606,-9.4544,
0.5781,-9.457,
0.5956,-9.4594,
0.6131,-9.4615,
0.6306,-9.4634,
0.6481,-9.4649,
0.6657,-9.4661,
0.6832,-9.467,
0.7007,-9.4677,
0.7182,-9.4681,
0.7357,-9.4683,
0.7533,-9.4681,
0.7708,-9.4662,
0.7883,-9.4609,
0.8058,-9.4532,
0.8233,-9.4449,
0.8408,-9.4371,
0.8584,-9.4305,
0.8759,-9.4257,
0.8934,-9.423,
0.9109,-9.4224,
0.9284,-9.4232,
0.9459,-9.4246,
0.9635,-9.4263,
0.981,-9.4279,
0.9985,-9.4293,
1.016,-9.4302,
1.0335,-9.4305,
,,
0,-9.4868,
0.0175,-9.4865,
0.035,-9.4855,
0.0526,-9.4836,
0.0701,-9.4805,
0.0876,-9.4762,
0.1051,-9.4711,
0.1226,-9.4657,
0.1401,-9.4609,
0.1577,-9.4579,
0.1752,-9.4575,
0.1927,-9.4594,
0.2102,-9.4628,
0.2277,-9.4671,
0.2452,-9.472,
0.2628,-9.4773,
0.2803,-9.4826,
0.2978,-9.4878,
0.3153,-9.4923,
0.3328,-9.4918,
0.3504,-9.4856,
0.3679,-9.4782,
0.3854,-9.4689,
0.4029,-9.459,
0.4204,-9.45,
0.4379,-9.4432,
0.4555,-9.4403,
0.473,-9.4344,
0.4905,-9.4266,
0.508,-9.4188,
0.5255,-9.411,
0.543,-9.4063,
0.5606,-9.4057,
0.5781,-9.4054,
0.5956,-9.4055,
0.6131,-9.4056,
0.6306,-9.4059,
0.6481,-9.4062,
0.6657,-9.4066,
0.6832,-9.4071,
0.7007,-9.4077,
0.7182,-9.4085,
0.7357,-9.4093,
0.7533,-9.41,
0.7708,-9.4105,
0.7883,-9.4106,
0.8058,-9.4105,
0.8233,-9.4101,
0.8408,-9.4096,
0.8584,-9.4091,
0.8759,-9.4081,
0.8934,-9.4065,
0.9109,-9.4042,
0.9284,-9.4017,
0.9459,-9.3994,
0.9635,-9.3975,
0.981,-9.396,
0.9985,-9.3949,
1.016,-9.3942,
1.0335,-9.394,
,,
0,-9.4392,
0.0175,-9.4386,
0.035,-9.4372,
0.0526,-9.4354,
0.0701,-9.4339,
0.0876,-9.433,
0.1051,-9.4328,
0.1226,-9.4329,
0.1401,-9.4328,
0.1577,-9.4316,
0.1752,-9.4288,
0.1927,-9.4249,
0.2102,-9.4209,
0.2277,-9.4174,
0.2452,-9.4147,
0.2628,-9.4128,
0.2803,-9.4118,
0.2978,-9.4115,
0.3153,-9.4118,
0.3328,-9.4127,
0.3504,-9.4141,
0.3679,-9.4158,
0.3854,-9.4179,
0.4029,-9.42,
0.4204,-9.4217,
0.4379,-9.4222,
0.4555,-9.42,
0.473,-9.4161,
0.4905,-9.4122,
0.508,-9.4093,
0.5255,-9.4073,
0.543,-9.4032,
0.5606,-9.3956,
0.5781,-9.3883,
0.5956,-9.3817,
0.6131,-9.3801,
0.6306,-9.3825,
0.6481,-9.3852,
0.6657,-9.388,
0.6832,-9.3904,
0.7007,-9.3924,
0.7182,-9.3937,
0.7357,-9.3944,
0.7533,-9.3943,
0.7708,-9.3937,
0.7883,-9.3924,
0.8058,-9.3906,
0.8233,-9.3881,
0.8408,-9.3848,
0.8584,-9.3808,
0.8759,-9.3764,
0.8934,-9.3719,
0.9109,-9.3675,
0.9284,-9.3635,
0.9459,-9.3599,
0.9635,-9.3565,
0.981,-9.3535,
0.9985,-9.351,
1.016,-9.3493,
1.0335,-9.3486,
,,
0,-9.4243,
0.0175,-9.4238,
0.035,-9.4223,
0.0526,-9.4197,
0.0701,-9.4159,
0.0876,-9.4112,
0.1051,-9.4058,
0.1226,-9.4003,
0.1401,-9.3949,
0.1577,-9.3899,
0.1752,-9.3854,
0.1927,-9.3815,
0.2102,-9.3783,
0.2277,-9.3757,
0.2452,-9.3739,
0.2628,-9.3729,
0.2803,-9.3727,
0.2978,-9.373,
0.3153,-9.3737,
0.3328,-9.3747,
0.3504,-9.3758,
0.3679,-9.3768,
0.3854,-9.3776,
0.4029,-9.3782,
0.4204,-9.3785,
0.4379,-9.3783,
0.4555,-9.3777,
0.473,-9.3766,
0.4905,-9.3751,
0.508,-9.3737,
0.5255,-9.3728,
0.543,-9.3725,
0.5606,-9.3731,
0.5781,-9.3744,
0.5956,-9.3758,
0.6131,-9.3731,
0.6306,-9.3672,
0.6481,-9.3617,
0.6657,-9.3568,
0.6832,-9.3527,
0.7007,-9.3494,
0.7182,-9.3468,
0.7357,-9.3446,
0.7533,-9.3429,
0.7708,-9.3415,
0.7883,-9.3408,
0.8058,-9.3411,
0.8233,-9.3415,
0.8408,-9.3414,
0.8584,-9.3402,
0.8759,-9.3378,
0.8934,-9.3342,
0.9109,-9.33,
0.9284,-9.3269,
0.9459,-9.3255,
0.9635,-9.3254,
0.981,-9.3262,
0.9985,-9.3273,
1.016,-9.3282,
1.0335,-9.3286,
,,
0,-9.3596,
0.0175,-9.3594,
0.035,-9.3588,
0.0526,-9.3577,
0.0701,-9.3563,
0.0876,-9.3543,
0.1051,-9.352,
0.1226,-9.3493,
0.1401,-9.3463,
0.1577,-9.3431,
0.1752,-9.3398,
0.1927,-9.3365,
0.2102,-9.3333,
0.2277,-9.3302,
0.2452,-9.3271,
0.2628,-9.3239,
0.2803,-9.3208,
0.2978,-9.318,
0.3153,-9.3158,
0.3328,-9.3142,
0.3504,-9.3134,
0.3679,-9.3131,
0.3854,-9.3131,
0.4029,-9.3135,
0.4204,-9.3141,
0.4379,-9.3148,
0.4555,-9.3155,
0.473,-9.3162,
0.4905,-9.3168,
0.508,-9.3172,
0.5255,-9.3175,
0.543,-9.3178,
0.5606,-9.3181,
0.5781,-9.3185,
0.5956,-9.3191,
0.6131,-9.3199,
0.6306,-9.3209,
0.6481,-9.3221,
0.6657,-9.3235,
0.6832,-9.3252,
0.7007,-9.3271,
0.7182,-9.3291,
0.7357,-9.3312,
0.7533,-9.3333,
0.7708,-9.3351,
0.7883,-9.3361,
0.8058,-9.3358,
0.8233,-9.3347,
0.8408,-9.3333,
0.8584,-9.3316,
0.8759,-9.33,
0.8934,-9.3282,
0.9109,-9.3264,
0.9284,-9.3246,
0.9459,-9.3234,
0.9635,-9.3224,
0.981,-9.3215,
0.9985,-9.3207,
1.016,-9.3203,
1.0335,-9.3201,
,,
0,-9.3199,
0.0175,-9.3199,
0.035,-9.32,
0.0526,-9.3201,
0.0701,-9.3202,
0.0876,-9.3204,
0.1051,-9.3205,
0.1226,-9.3205,
0.1401,-9.3204,
0.1577,-9.3202,
0.1752,-9.3197,
0.1927,-9.3189,
0.2102,-9.3176,
0.2277,-9.316,
0.2452,-9.3142,
0.2628,-9.3124,
0.2803,-9.3105,
0.2978,-9.3087,
0.3153,-9.3066,
0.3328,-9.3043,
0.3504,-9.3017,
0.3679,-9.299,
0.3854,-9.2963,
0.4029,-9.2939,
0.4204,-9.2937,
0.4379,-9.2957,
0.4555,-9.2979,
0.473,-9.3001,
0.4905,-9.3022,
0.508,-9.304,
0.5255,-9.3057,
0.543,-9.3071,
0.5606,-9.3082,
0.5781,-9.309,
0.5956,-9.3092,
0.6131,-9.3089,
0.6306,-9.3078,
0.6481,-9.3059,
0.6657,-9.303,
0.6832,-9.2991,
0.7007,-9.2956,
0.7182,-9.2975,
0.7357,-9.2996,
0.7533,-9.3017,
0.7708,-9.3035,
0.7883,-9.3052,
0.8058,-9.3068,
0.8233,-9.3082,
0.8408,-9.3094,
0.8584,-9.3105,
0.8759,-9.3113,
0.8934,-9.3116,
0.9109,-9.3108,
0.9284,-9.3075,
0.9459,-9.3013,
0.9635,-9.2937,
0.981,-9.2867,
0.9985,-9.2824,
1.016,-9.2807,
1.0335,-9.2804,
,,
0,-9.3088,
0.0175,-9.3087,
0.035,-9.3084,
0.0526,-9.3079,
0.0701,-9.3071,
0.0876,-9.3061,
0.1051,-9.3048,
0.1226,-9.3032,
0.1401,-9.3013,
0.1577,-9.2992,
0.1752,-9.297,
0.1927,-9.2946,
0.2102,-9.292,
0.2277,-9.289,
0.2452,-9.2857,
0.2628,-9.2819,
0.2803,-9.2778,
0.2978,-9.275,
0.3153,-9.2768,
0.3328,-9.2794,
0.3504,-9.2821,
0.3679,-9.2847,
0.3854,-9.2873,
0.4029,-9.2895,
0.4204,-9.2896,
0.4379,-9.2873,
0.4555,-9.2845,
0.473,-9.2816,
0.4905,-9.2787,
0.508,-9.2763,
0.5255,-9.2749,
0.543,-9.2749,
0.5606,-9.2758,
0.5781,-9.2775,
0.5956,-9.2796,
0.6131,-9.282,
0.6306,-9.2845,
0.6481,-9.2871,
0.6657,-9.2898,
0.6832,-9.2923,
0.7007,-9.2934,
0.7182,-9.288,
0.7357,-9.2815,
0.7533,-9.2745,
0.7708,-9.267,
0.7883,-9.2593,
0.8058,-9.2514,
0.8233,-9.2435,
0.8408,-9.2388,
0.8584,-9.2429,
0.8759,-9.2472,
0.8934,-9.2513,
0.9109,-9.2552,
0.9284,-9.2587,
0.9459,-9.2615,
0.9635,-9.2631,
0.981,-9.2624,
0.9985,-9.2581,
1.016,-9.2509,
1.0335,-9.2457,
,,
0,-9.2838,
0.0175,-9.2838,
0.035,-9.2837,
0.0526,-9.2834,
0.0701,-9.2831,
0.0876,-9.2824,
0.1051,-9.2815,
0.1226,-9.2801,
0.1401,-9.278,
0.1577,-9.2752,
0.1752,-9.2715,
0.1927,-9.2669,
0.2102,-9.2618,
0.2277,-9.2631,
0.2452,-9.2656,
0.2628,-9.2681,
0.2803,-9.2706,
0.2978,-9.2717,
0.3153,-9.2683,
0.3328,-9.2644,
0.3504,-9.2611,
0.3679,-9.2585,
0.3854,-9.2568,
0.4029,-9.2559,
0.4204,-9.2557,
0.4379,-9.2559,
0.4555,-9.2563,
0.473,-9.2567,
0.4905,-9.2566,
0.508,-9.2555,
0.5255,-9.2528,
0.543,-9.2484,
0.5606,-9.2429,
0.5781,-9.237,
0.5956,-9.2316,
0.6131,-9.227,
0.6306,-9.2234,
0.6481,-9.2208,
0.6657,-9.2192,
0.6832,-9.2183,
0.7007,-9.2182,
0.7182,-9.2188,
0.7357,-9.22,
0.7533,-9.2218,
0.7708,-9.2243,
0.7883,-9.2273,
0.8058,-9.2307,
0.8233,-9.2346,
0.8408,-9.2354,
0.8584,-9.2277,
0.8759,-9.2202,
0.8934,-9.2132,
0.9109,-9.2068,
0.9284,-9.202,
0.9459,-9.2027,
0.9635,-9.2069,
0.981,-9.2129,
0.9985,-9.2204,
1.016,-9.2286,
1.0335,-9.234,
,,
0,-9.2445,
0.0175,-9.2447,
0.035,-9.245,
0.0526,-9.2456,
0.0701,-9.2465,
0.0876,-9.2476,
0.1051,-9.2489,
0.1226,-9.2504,
0.1401,-9.2521,
0.1577,-9.254,
0.1752,-9.2561,
0.1927,-9.2582,
0.2102,-9.2603,
0.2277,-9.2554,
0.2452,-9.249,
0.2628,-9.2424,
0.2803,-9.2358,
0.2978,-9.2295,
0.3153,-9.2237,
0.3328,-9.2186,
0.3504,-9.2142,
0.3679,-9.2106,
0.3854,-9.2073,
0.4029,-9.2043,
0.4204,-9.2016,
0.4379,-9.1991,
0.4555,-9.1968,
0.473,-9.1948,
0.4905,-9.1929,
0.508,-9.1911,
0.5255,-9.1892,
0.543,-9.187,
0.5606,-9.1845,
0.5781,-9.1817,
0.5956,-9.1786,
0.6131,-9.1757,
0.6306,-9.1735,
0.6481,-9.1725,
0.6657,-9.1727,
0.6832,-9.1737,
0.7007,-9.1754,
0.7182,-9.1774,
0.7357,-9.1795,
0.7533,-9.1816,
0.7708,-9.1836,
0.7883,-9.1853,
0.8058,-9.1869,
0.8233,-9.1884,
0.8408,-9.1897,
0.8584,-9.191,
0.8759,-9.1924,
0.8934,-9.1938,
0.9109,-9.1955,
0.9284,-9.1968,
0.9459,-9.1945,
0.9635,-9.1909,
0.981,-9.1881,
0.9985,-9.1863,
1.016,-9.1853,
1.0335,-9.185,
,,
0,-9.146,
0.0175,-9.1461,
0.035,-9.1464,
0.0526,-9.147,
0.0701,-9.1485,
0.0876,-9.1508,
0.1051,-9.1536,
0.1226,-9.1567,
0.1401,-9.1599,
0.1577,-9.1633,
0.1752,-9.1668,
0.1927,-9.1703,
0.2102,-9.1737,
0.2277,-9.1769,
0.2452,-9.1799,
0.2628,-9.1826,
0.2803,-9.1847,
0.2978,-9.1861,
0.3153,-9.1866,
0.3328,-9.186,
0.3504,-9.1842,
0.3679,-9.1814,
0.3854,-9.178,
0.4029,-9.1743,
0.4204,-9.1706,
0.4379,-9.1671,
0.4555,-9.1638,
0.473,-9.1608,
0.4905,-9.158,
0.508,-9.1556,
0.5255,-9.1534,
0.543,-9.1514,
0.5606,-9.1495,
0.5781,-9.1474,
0.5956,-9.1451,
0.6131,-9.1422,
0.6306,-9.1391,
0.6481,-9.1368,
0.6657,-9.1355,
0.6832,-9.1346,
0.7007,-9.134,
0.7182,-9.1335,
0.7357,-9.1332,
0.7533,-9.133,
0.7708,-9.133,
0.7883,-9.1332,
0.8058,-9.1334,
0.8233,-9.1338,
0.8408,-9.1344,
0.8584,-9.135,
0.8759,-9.1355,
0.8934,-9.1364,
0.9109,-9.1411,
0.9284,-9.1475,
0.9459,-9.154,
0.9635,-9.16,
0.981,-9.1647,
0.9985,-9.1679,
1.016,-9.1697,
1.0335,-9.1703,
,,
0,-9.143,
0.0175,-9.1434,
0.035,-9.1442,
0.0526,-9.1454,
0.0701,-9.1462,
0.0876,-9.1467,
0.1051,-9.1472,
0.1226,-9.1476,
0.1401,-9.148,
0.1577,-9.1484,
0.1752,-9.1487,
0.1927,-9.1489,
0.2102,-9.1491,
0.2277,-9.1493,
0.2452,-9.1493,
0.2628,-9.1493,
0.2803,-9.1492,
0.2978,-9.149,
0.3153,-9.1487,
0.3328,-9.1483,
0.3504,-9.1479,
0.3679,-9.1474,
0.3854,-9.1468,
0.4029,-9.1461,
0.4204,-9.1453,
0.4379,-9.1445,
0.4555,-9.1436,
0.473,-9.1427,
0.4905,-9.1417,
0.508,-9.1407,
0.5255,-9.1397,
0.543,-9.1386,
0.5606,-9.1375,
0.5781,-9.1364,
0.5956,-9.1352,
0.6131,-9.1335,
0.6306,-9.1307,
0.6481,-9.126,
0.6657,-9.1206,
0.6832,-9.1174,
0.7007,-9.1165,
0.7182,-9.1165,
0.7357,-9.1168,
0.7533,-9.1173,
0.7708,-9.118,
0.7883,-9.1189,
0.8058,-9.12,
0.8233,-9.1216,
0.8408,-9.1236,
0.8584,-9.1264,
0.8759,-9.1301,
0.8934,-9.1344,
0.9109,-9.1356,
0.9284,-9.1352,
0.9459,-9.1341,
0.9635,-9.1322,
0.981,-9.1299,
0.9985,-9.1274,
1.016,-9.1255,
1.0335,-9.1247,
,,
0,-9.1282,
0.0175,-9.1281,
0.035,-9.1276,
0.0526,-9.1269,
0.0701,-9.1258,
0.0876,-9.1245,
0.1051,-9.123,
0.1226,-9.1212,
0.1401,-9.1193,
0.1577,-9.1173,
0.1752,-9.1153,
0.1927,-9.1135,
0.2102,-9.1118,
0.2277,-9.1105,
0.2452,-9.1096,
0.2628,-9.1092,
0.2803,-9.1091,
0.2978,-9.1093,
0.3153,-9.1095,
0.3328,-9.1097,
0.3504,-9.1097,
0.3679,-9.1096,
0.3854,-9.1091,
0.4029,-9.1084,
0.4204,-9.1075,
0.4379,-9.1065,
0.4555,-9.1054,
0.473,-9.1046,
0.4905,-9.104,
0.508,-9.1037,
0.5255,-9.1039,
